,class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,year,month,sale_predict
59237,350259,8.0,750,3,2,1,4,5,MT,1.4,T,15-20W,1,1,1,1,2,1,110.0,4,250.0,4598.0,1826.0,1425.0,1840.0,1340.0,5,2656.0,1580.0,1554.0,2017,9,1.5057212495803831
59238,350259,0.0,750,3,2,1,4,5,MT,1.4,T,15-20W,1,1,1,1,2,1,96.0,4,225.0,4598.0,1826.0,1425.0,1800.0,1300.0,5,2656.0,1580.0,1554.0,2017,9,1.7266644477844235
59239,350259,0.0,750,3,2,1,4,7,DCT,1.8,T,15-20W,1,1,1,1,2,1,132.0,4,300.0,4598.0,1826.0,1425.0,1940.0,1440.0,5,2656.0,1580.0,1554.0,2017,9,0.7203614509105682
59240,350259,0.0,750,3,2,1,4,7,DCT,1.8,T,15-20W,1,1,1,1,2,1,132.0,4,300.0,4598.0,1826.0,1425.0,1945.0,1445.0,5,2656.0,1580.0,1554.0,2017,9,1.918490673303604
59241,350259,0.0,750,3,2,1,4,7,DCT,2.0,T,15-20W,1,1,1,1,2,1,162.0,4,350.0,4610.0,1826.0,1425.0,1975.0,1475.0,5,2656.0,1580.0,1554.0,2017,9,3.8687196424603454
59905,308913,82.0,750,2,2,1,4,6,AT,1.6,L,15-20W,1,1,1,1,2,1,81.0,4,155.0,4445.0,1765.0,1485.0,1765.0,1255.0,5,2610.0,1517.0,1493.0,2017,9,138.87506781578065
59906,308913,25.0,750,2,2,1,4,7,DCT,1.2,T,15-20W,1,1,1,1,2,1,81.0,4,200.0,4445.0,1765.0,1485.0,1800.0,1290.0,5,2610.0,1517.0,1493.0,2017,9,8.447199411839247
59907,308913,25.0,750,2,2,1,4,7,DCT,1.4,T,15-20W,1,1,1,1,2,1,96.0,4,225.0,4445.0,1765.0,1485.0,1810.0,1300.0,5,2610.0,1517.0,1493.0,2017,9,19.093015289306642
59908,308913,0.0,750,2,2,1,4,5,MT,1.4,T,15-20W,1,1,1,1,2,1,96.0,4,225.0,4445.0,1765.0,1485.0,1790.0,1280.0,5,2610.0,1517.0,1493.0,2017,9,0.015916666984558105
59909,308913,0.0,750,2,2,1,4,5,MT,1.4,T,15-20W,1,1,1,1,2,1,96.0,4,225.0,4454.0,1765.0,1460.0,1805.0,1295.0,5,2610.0,1517.0,1493.0,2017,9,0.63
59910,308913,0.0,750,2,2,1,4,5,MT,1.4,T,15-20W,1,1,1,3,2,1,96.0,4,225.0,4454.0,1765.0,1460.0,1805.0,1295.0,5,2610.0,1517.0,1493.0,2017,9,0.05895374819636345
59911,308913,0.0,750,2,2,1,4,5,MT,1.6,L,15-20W,1,1,1,1,2,1,81.0,4,155.0,4445.0,1765.0,1485.0,1730.0,1220.0,5,2610.0,1517.0,1493.0,2017,9,12.561665135622025
59912,308913,0.0,750,2,2,1,4,5,MT,1.6,L,15-20W,1,1,1,1,2,1,81.0,4,155.0,4454.0,1765.0,1460.0,1745.0,1235.0,5,2610.0,1517.0,1493.0,2017,9,0.6236257410049438
59913,308913,0.0,750,2,2,1,4,5,MT,1.6,L,15-20W,1,1,1,3,2,1,81.0,4,155.0,4454.0,1765.0,1460.0,1745.0,1235.0,5,2610.0,1517.0,1493.0,2017,9,0.8410507440567017
59914,308913,0.0,750,2,2,1,4,6,AT,1.6,L,15-20W,1,1,1,1,2,1,81.0,4,155.0,4454.0,1765.0,1460.0,1785.0,1275.0,5,2610.0,1517.0,1493.0,2017,9,2.336505508422852
59915,308913,0.0,750,2,2,1,4,6,AT,1.6,L,15-20W,1,1,1,3,2,1,81.0,4,155.0,4454.0,1765.0,1460.0,1785.0,1275.0,5,2610.0,1517.0,1493.0,2017,9,2.737824023962021
59916,308913,0.0,750,2,2,1,4,7,DCT,1.4,T,15-20W,1,1,1,1,2,1,96.0,4,225.0,4454.0,1765.0,1460.0,1825.0,1315.0,5,2610.0,1517.0,1493.0,2017,9,0.5771985417604446
59917,308913,0.0,750,2,2,1,4,7,DCT,1.4,T,15-20W,1,1,1,3,2,1,96.0,4,225.0,4454.0,1765.0,1460.0,1825.0,1315.0,5,2610.0,1517.0,1493.0,2017,9,0.4192662781476975
59919,194201,239.0,831,2,2,3,3,6,AT,1.4,L,8-10W,1,1,1,1,2,1,73.3,4,132.4,4240.0,1750.0,1505.0,1570.0,1145.0,5,2600.0,1524.0,1529.0,2017,9,90.77231201112272
60700,347384,2208.0,831,3,2,1,3,6,AT,1.6,L,10-15W,1,1,1,1,2,1,93.8,4,155.5,4600.0,1780.0,1445.0,1720.0,1290.0,5,2700.0,1555.0,1568.0,2017,9,2014.6145776367184
60701,347384,405.0,831,3,2,1,3,6,MT,1.6,L,10-15W,1,1,1,1,2,1,93.8,4,155.5,4600.0,1780.0,1445.0,1700.0,1235.0,5,2700.0,1555.0,1568.0,2017,9,630.2838896942137
60702,347384,0.0,831,3,2,1,3,6,AT,1.6,L,10-15W,1,1,1,1,2,1,93.8,4,155.5,4600.0,1780.0,1445.0,1720.0,1260.0,5,2700.0,1555.0,1568.0,2017,9,18.319958925247192
60703,347384,0.0,831,3,2,1,3,6,AT,1.6,L,10-15W,1,1,1,1,2,1,93.8,4,155.5,4600.0,1780.0,1445.0,1720.0,1280.0,5,2700.0,1555.0,1568.0,2017,9,37.9889154624939
60704,347384,0.0,831,3,2,1,3,6,AT,1.6,L,10-15W,1,1,1,3,2,1,93.8,4,155.5,4600.0,1780.0,1445.0,1720.0,1260.0,5,2700.0,1555.0,1568.0,2017,9,24.263697032928466
60705,347384,0.0,831,3,2,1,3,6,AT,1.6,L,10-15W,1,1,1,3,2,1,93.8,4,155.5,4600.0,1780.0,1445.0,1720.0,1280.0,5,2700.0,1555.0,1568.0,2017,9,57.963663177490226
60706,347384,0.0,831,3,2,1,3,6,AT,1.8,L,10-15W,1,1,1,1,2,1,107.0,4,175.0,4600.0,1780.0,1445.0,1740.0,1321.0,5,2700.0,1555.0,1568.0,2017,9,0.3209380841255188
60707,347384,0.0,831,3,2,1,3,6,AT,1.8,L,10-15W,1,1,1,3,2,1,107.0,4,175.0,4600.0,1780.0,1445.0,1740.0,1321.0,5,2700.0,1555.0,1568.0,2017,9,0.6648411980271339
60708,347384,0.0,831,3,2,1,3,6,MT,1.6,L,10-15W,1,1,1,1,2,1,93.8,4,155.5,4600.0,1780.0,1445.0,1700.0,1210.0,5,2700.0,1555.0,1568.0,2017,9,9.907984647750856
60709,347384,0.0,831,3,2,1,3,6,MT,1.6,L,10-15W,1,1,1,1,2,1,93.8,4,155.5,4600.0,1780.0,1445.0,1700.0,1230.0,5,2700.0,1555.0,1568.0,2017,9,21.840117979049683
60710,347384,0.0,831,3,2,1,3,6,MT,1.6,L,10-15W,1,1,1,3,2,1,93.8,4,155.5,4600.0,1780.0,1445.0,1700.0,1210.0,5,2700.0,1555.0,1568.0,2017,9,4.20160936832428
60711,347384,0.0,831,3,2,1,3,6,MT,1.6,L,10-15W,1,1,1,3,2,1,93.8,4,155.5,4600.0,1780.0,1445.0,1700.0,1230.0,5,2700.0,1555.0,1568.0,2017,9,6.6447156524658215
60712,347384,0.0,831,3,2,1,3,7,DCT,1.4,T,10-15W,1,1,1,1,2,1,95.6,4,210.8,4600.0,1780.0,1445.0,1740.0,1315.0,5,2700.0,1555.0,1568.0,2017,9,39.2439140188694
61955,472603,101.0,985,3,2,1,6,6,AT,1.6,T,10-15W,1,1,1,1,2,1,123.0,4,245.0,4750.0,1820.0,1488.0,1820.0,1415.0,5,2730.0,1555.0,1550.0,2017,9,85.72562324047088
61956,472603,42.0,985,3,2,1,6,6,AT,1.2,T,10-15W,1,1,1,1,2,1,100.0,3,230.0,4750.0,1820.0,1488.0,1769.0,1320.0,5,2730.0,1555.0,1550.0,2017,9,55.06457657814026
61957,472603,0.0,985,3,2,1,6,10,MTAT,2.0,L,10-15W,1,1,1,3,2,1,108.0,4,200.0,4680.0,1815.0,1525.0,1818.0,1402.0,5,2710.0,1522.0,1503.0,2017,9,0.4719880069792271
61958,472603,0.0,985,3,2,1,6,4,AT,1.6,L,10-15W,1,1,1,1,2,1,86.0,4,150.0,4688.0,1815.0,1525.0,1845.0,1418.0,5,2710.0,1522.0,1503.0,2017,9,0.1268668618798256
61959,472603,0.0,985,3,2,1,6,4,AT,1.6,L,10-15W,1,1,1,3,2,1,78.0,4,142.0,4680.0,1815.0,1525.0,1845.0,1440.0,5,2710.0,1522.0,1503.0,2017,9,0.0512948489189148
61960,472603,0.0,985,3,2,1,6,4,AT,1.6,L,10-15W,1,1,1,3,2,1,86.0,4,150.0,4688.0,1815.0,1525.0,1845.0,1418.0,5,2710.0,1522.0,1503.0,2017,9,0.14895223706960678
61961,472603,0.0,985,3,2,1,6,4,AT,2.0,L,10-15W,1,1,1,3,2,1,108.0,4,200.0,4680.0,1815.0,1525.0,1865.0,1425.0,5,2710.0,1522.0,1503.0,2017,9,0.13685688614845276
61962,472603,0.0,985,3,2,1,6,5,MT,1.6,L,10-15W,1,1,1,1,2,1,86.0,4,150.0,4688.0,1815.0,1525.0,1816.0,1375.0,5,2710.0,1522.0,1503.0,2017,9,0.06255885444581509
61963,472603,0.0,985,3,2,1,6,5,MT,1.6,L,10-15W,1,1,1,3,2,1,78.0,4,142.0,4680.0,1815.0,1525.0,1816.0,1431.0,5,2710.0,1522.0,1503.0,2017,9,0.3787137246131897
61964,472603,0.0,985,3,2,1,6,5,MT,1.6,L,10-15W,1,1,1,3,2,1,86.0,4,150.0,4688.0,1815.0,1525.0,1816.0,1375.0,5,2710.0,1522.0,1503.0,2017,9,0.08506781309843063
61965,472603,0.0,985,3,2,1,6,5,MT,1.6,L,10-15W,1,1,1,3,2,1,86.0,4,150.0,4688.0,1815.0,1525.0,1816.0,1401.0,5,2710.0,1522.0,1503.0,2017,9,0.12726526856422424
61966,472603,0.0,985,3,2,1,6,5,MT,1.8,L,10-15W,1,1,1,1,2,1,102.0,4,172.0,4750.0,1820.0,1488.0,1730.0,1315.0,5,2730.0,1555.0,1550.0,2017,9,3.0012633633613586
61967,472603,0.0,985,3,2,1,6,5,MT,2.0,L,10-15W,1,1,1,1,2,1,108.0,4,200.0,4688.0,1815.0,1525.0,1818.0,1402.0,5,2710.0,1522.0,1503.0,2017,9,0.0321177875995636
61968,472603,0.0,985,3,2,1,6,5,MT,2.0,L,10-15W,1,1,1,3,2,1,108.0,4,200.0,4680.0,1815.0,1525.0,1818.0,1402.0,5,2710.0,1522.0,1503.0,2017,9,0.058325478434562684
61969,472603,0.0,985,3,2,1,6,5,MT,2.0,L,10-15W,1,1,1,3,2,1,108.0,4,200.0,4688.0,1815.0,1525.0,1818.0,1402.0,5,2710.0,1522.0,1503.0,2017,9,0.07832547843456268
61970,472603,0.0,985,3,2,1,6,6,AT,1.8,L,10-15W,1,1,1,1,2,1,102.0,4,172.0,4750.0,1820.0,1488.0,1790.0,1370.0,5,2730.0,1555.0,1550.0,2017,9,33.27603971481323
61971,472603,0.0,985,3,2,1,6,6,AT,2.0,L,10-15W,1,1,1,1,2,1,108.0,4,200.0,4688.0,1815.0,1525.0,1865.0,1450.0,5,2710.0,1522.0,1503.0,2017,9,0.22417216181755065
61972,472603,0.0,985,3,2,1,6,6,AT,2.0,L,10-15W,1,1,1,3,2,1,108.0,4,200.0,4688.0,1815.0,1525.0,1865.0,1450.0,5,2710.0,1522.0,1503.0,2017,9,1.3906016379594803
63078,745137,312.0,637,3,2,1,2,6,DCT,1.6,L,10-15W,1,1,1,1,2,1,94.0,4,159.0,4534.0,1823.0,1483.0,1711.0,1336.0,5,2648.0,1553.0,1544.0,2017,9,339.73715858459474
63079,745137,8.0,637,3,2,1,2,6,AT,1.0,T,10-15W,1,1,1,1,2,1,94.0,3,170.0,4534.0,1823.0,1483.0,1737.0,1362.0,5,2648.0,1553.0,1544.0,2017,9,29.883343596458435
63080,745137,49.0,637,2,2,1,2,5,MT,1.6,L,10-15W,1,1,1,1,2,1,94.0,4,159.0,4368.0,1823.0,1483.0,1676.0,1301.0,5,2648.0,1553.0,1544.0,2017,9,47.167576098442076
63081,745137,49.0,637,3,2,1,2,5,MT,1.6,L,10-15W,1,1,1,1,2,1,94.0,4,159.0,4534.0,1823.0,1483.0,1681.0,1306.0,5,2648.0,1553.0,1544.0,2017,9,114.41876624107358
63082,745137,41.0,637,3,2,1,2,6,AT,1.5,T,10-15W,1,1,1,1,2,1,135.0,4,240.0,4534.0,1823.0,1483.0,1782.0,1407.0,5,2648.0,1553.0,1544.0,2017,9,75.15218797683715
63083,745137,361.0,637,2,2,1,2,6,DCT,1.6,L,10-15W,1,1,1,1,2,1,94.0,4,159.0,4368.0,1823.0,1483.0,1707.0,1332.0,5,2648.0,1553.0,1544.0,2017,9,295.29113430023193
63084,745137,25.0,637,2,2,1,2,6,AT,1.0,T,10-15W,1,1,1,1,2,1,94.0,3,170.0,4368.0,1823.0,1483.0,1734.0,1359.0,5,2648.0,1553.0,1544.0,2017,9,30.204096159935002
63085,745137,66.0,637,2,2,1,2,6,AT,1.5,T,10-15W,1,1,1,1,2,1,135.0,4,240.0,4368.0,1823.0,1483.0,1783.0,1408.0,5,2648.0,1553.0,1544.0,2017,9,51.70310000419617
63086,745137,0.0,637,2,2,1,2,5,MT,1.0,T,10-15W,1,1,1,1,2,1,94.0,3,170.0,4368.0,1823.0,1483.0,1683.0,1308.0,5,2648.0,1553.0,1544.0,2017,9,4.799033278822899
63087,745137,0.0,637,2,2,1,2,5,MT,1.6,L,10-15W,1,1,1,1,2,1,92.0,4,159.0,4368.0,1823.0,1483.0,1657.0,1282.0,5,2648.0,1553.0,1544.0,2017,9,2.6393841695785523
63088,745137,0.0,637,2,2,1,2,5,MT,2.0,L,10-15W,1,1,1,1,2,1,125.0,4,202.0,4368.0,1823.0,1483.0,1742.0,1367.0,5,2648.0,1553.0,1544.0,2017,9,0.20362606942653652
63089,745137,0.0,637,2,2,1,2,6,DCT,1.6,L,10-15W,1,1,1,1,2,1,92.0,4,159.0,4368.0,1823.0,1483.0,1712.0,1337.0,5,2648.0,1553.0,1544.0,2017,9,13.681272559016945
63090,745137,0.0,637,2,2,1,2,6,DCT,2.0,L,10-15W,1,1,1,1,2,1,125.0,4,202.0,4368.0,1823.0,1483.0,1766.0,1391.0,5,2648.0,1553.0,1544.0,2017,9,0.4727546858787537
63091,745137,0.0,637,3,2,1,2,5,MT,1.0,T,10-15W,1,1,1,1,2,1,94.0,3,170.0,4534.0,1823.0,1483.0,1689.0,1314.0,5,2648.0,1553.0,1544.0,2017,9,2.061874558031559
63092,745137,0.0,637,3,2,1,2,5,MT,1.6,L,10-15W,1,1,1,1,2,1,92.0,4,159.0,4534.0,1823.0,1483.0,1661.0,1286.0,5,2648.0,1553.0,1544.0,2017,9,3.603345866203308
63093,745137,0.0,637,3,2,1,2,6,DCT,1.6,L,10-15W,1,1,1,1,2,1,92.0,4,159.0,4534.0,1823.0,1483.0,1713.0,1338.0,5,2648.0,1553.0,1544.0,2017,9,9.941653953939676
63094,745137,0.0,637,3,2,1,2,6,DCT,2.0,L,10-15W,1,1,1,1,2,1,125.0,4,202.0,4534.0,1823.0,1483.0,1776.0,1401.0,5,2648.0,1553.0,1544.0,2017,9,0.06840012520551683
63847,621073,169.0,98,2,3,3,1,5,MT,1.2,L,5WL,2,1,1,1,1,1,60.3,4,116.0,4400.0,1680.0,1750.0,1825.0,1206.0,5,2720.0,1420.0,1440.0,2017,9,164.67326356887818
63848,621073,348.0,98,2,3,3,1,5,MT,1.5,L,5WL,2,1,1,1,1,1,82.0,4,146.5,4400.0,1680.0,1750.0,1825.0,1245.0,5,2720.0,1420.0,1440.0,2017,9,286.57105428695684
63849,621073,620.0,98,2,3,3,1,5,MT,1.5,L,5WL,2,1,1,1,1,1,82.0,4,146.5,4400.0,1680.0,1770.0,1825.0,1305.0,5,2720.0,1420.0,1440.0,2017,9,677.0394981384277
63850,621073,0.0,98,2,3,3,1,4,AT,1.5,L,5WL,2,1,1,3,1,1,82.0,4,146.5,4400.0,1680.0,1770.0,1850.0,1320.0,5,2720.0,1420.0,1440.0,2017,9,2.1323819464445117
63851,621073,0.0,98,2,3,3,1,5,MT,1.2,L,5WL,2,1,1,1,1,1,65.0,4,116.0,4400.0,1680.0,1750.0,1825.0,1206.0,5,2720.0,1420.0,1440.0,2017,9,2.7698401522636416
63852,621073,0.0,98,2,3,3,1,5,MT,1.2,L,5WL,2,1,1,1,1,1,65.0,4,116.0,4400.0,1680.0,1770.0,1800.0,1280.0,5,2720.0,1420.0,1440.0,2017,9,1.8674910402297973
63853,621073,0.0,98,2,3,3,1,5,MT,1.2,L,5WL,2,1,1,3,1,1,63.0,4,108.0,4400.0,1680.0,1770.0,1800.0,1280.0,5,2720.0,1420.0,1440.0,2017,9,1.013217535018921
63854,621073,0.0,98,2,3,3,1,5,MT,1.2,L,5WL,2,1,1,3,1,1,65.0,4,116.0,4400.0,1680.0,1750.0,1825.0,1206.0,5,2720.0,1420.0,1440.0,2017,9,1.7388931822776794
63855,621073,0.0,98,2,3,3,1,5,MT,1.2,L,5WL,2,1,1,3,1,1,65.0,4,116.0,4400.0,1680.0,1770.0,1800.0,1280.0,5,2720.0,1420.0,1440.0,2017,9,0.5529960823059082
63856,621073,0.0,98,2,3,3,1,5,MT,1.5,L,5WL,2,1,1,1,1,1,82.0,4,146.5,4400.0,1680.0,1750.0,1825.0,1215.0,5,2720.0,1420.0,1440.0,2017,9,2.856187955737114
63857,621073,0.0,98,2,3,3,1,5,MT,1.5,L,5WL,2,1,1,1,1,1,82.0,4,146.5,4400.0,1680.0,1770.0,1825.0,1290.0,5,2720.0,1420.0,1440.0,2017,9,15.231447692513466
63858,621073,0.0,98,2,3,3,1,5,MT,1.5,L,5WL,2,1,1,3,1,1,82.0,4,146.5,4400.0,1680.0,1750.0,1825.0,1215.0,5,2720.0,1420.0,1440.0,2017,9,1.7957078893482683
63859,621073,0.0,98,2,3,3,1,5,MT,1.5,L,5WL,2,1,1,3,1,1,82.0,4,146.5,4400.0,1680.0,1750.0,1825.0,1245.0,5,2720.0,1420.0,1440.0,2017,9,24.16659110069275
63860,621073,0.0,98,2,3,3,1,5,MT,1.5,L,5WL,2,1,1,3,1,1,82.0,4,146.5,4400.0,1680.0,1770.0,1825.0,1290.0,5,2720.0,1420.0,1440.0,2017,9,3.8264022529125215
63861,621073,0.0,98,2,3,3,1,5,MT,1.5,L,5WL,2,1,1,3,1,1,82.0,4,146.5,4400.0,1680.0,1770.0,1825.0,1305.0,5,2720.0,1420.0,1440.0,2017,9,49.0729796114564
64690,682651,441.0,872,3,2,2,4,7,DCT,2.0,T,35-50W,1,1,1,1,2,2,140.0,4,320.0,4818.0,1843.0,1432.0,2015.0,1565.0,5,2908.0,1566.0,1549.0,2017,9,264.06961994171144
64691,682651,8.0,872,3,2,2,4,7,DCT,2.0,T,35-50W,3,1,1,1,2,2,185.0,4,370.0,4818.0,1843.0,1432.0,2110.0,1645.0,5,2908.0,1566.0,1549.0,2017,9,22.640991021096703
64692,682651,0.0,872,3,2,2,4,0,CVT,1.8,T,35-50W,1,1,1,1,2,2,118.0,4,250.0,4761.0,1826.0,1439.0,2020.0,1590.0,5,2869.0,1564.0,1550.0,2017,9,0.4954899533092976
64693,682651,0.0,872,3,2,2,4,0,CVT,1.8,T,35-50W,1,1,1,3,2,2,118.0,4,250.0,4761.0,1826.0,1439.0,2020.0,1590.0,5,2869.0,1564.0,1550.0,2017,9,0.2593679751455784
64694,682651,0.0,872,3,2,2,4,0,CVT,1.8,T,35-50W,1,1,1,3,2,2,118.0,4,250.0,4763.0,1826.0,1426.0,2045.0,1610.0,5,2869.0,1564.0,1550.0,2017,9,0.10093058913946153
64695,682651,0.0,872,3,2,2,4,0,CVT,2.0,T,35-50W,1,1,1,1,2,2,132.0,4,320.0,4761.0,1826.0,1439.0,2020.0,1600.0,5,2869.0,1564.0,1550.0,2017,9,18.944213243722924
64696,682651,0.0,872,3,2,2,4,0,CVT,2.0,T,35-50W,1,1,1,3,2,2,132.0,4,320.0,4761.0,1826.0,1439.0,2020.0,1600.0,5,2869.0,1564.0,1550.0,2017,9,10.708579019904137
64697,682651,0.0,872,3,2,2,4,0,CVT,2.0,T,35-50W,1,1,1,3,2,2,132.0,4,320.0,4763.0,1826.0,1426.0,2055.0,1615.0,5,2869.0,1564.0,1550.0,2017,9,3.1827199844270946
64698,682651,0.0,872,3,2,2,4,6,MT,1.8,T,35-50W,1,1,1,1,2,2,118.0,4,250.0,4761.0,1826.0,1439.0,1980.0,1550.0,5,2869.0,1564.0,1550.0,2017,9,0.01914254080504179
64699,682651,0.0,872,3,2,2,4,6,MT,1.8,T,35-50W,1,1,1,3,2,2,118.0,4,250.0,4761.0,1826.0,1439.0,1980.0,1550.0,5,2869.0,1564.0,1550.0,2017,9,0.017729248069226742
64700,682651,0.0,872,3,2,2,4,7,DCT,2.0,T,35-50W,3,1,1,1,2,2,165.0,4,350.0,4761.0,1826.0,1439.0,2120.0,1710.0,5,2869.0,1564.0,1550.0,2017,9,4.604395849704742
64701,682651,0.0,872,3,2,2,4,7,DCT,2.0,T,35-50W,3,1,1,3,2,2,155.0,4,350.0,4761.0,1826.0,1439.0,2120.0,1710.0,5,2869.0,1564.0,1550.0,2017,9,0.2966917710006237
65373,395234,9.0,841,3,2,2,6,6,AT,1.8,T,15-20W,1,1,1,1,2,1,150.0,4,280.0,4825.0,1860.0,1480.0,2027.0,1615.0,5,2815.0,1590.0,1572.0,2017,9,9.728590368553997
65374,395234,74.0,841,3,2,2,6,6,AT,1.6,T,15-20W,1,1,1,1,2,1,123.0,4,245.0,4825.0,1860.0,1480.0,1984.0,1580.0,5,2815.0,1590.0,1572.0,2017,9,60.15433563709259
65375,395234,0.0,841,3,2,2,6,10,MTAT,2.0,L,15-20W,1,1,1,3,2,1,108.0,4,200.0,4805.0,1860.0,1458.0,2038.0,1510.0,5,2815.0,1584.0,1551.0,2017,9,0.5625361868739128
65376,395234,0.0,841,3,2,2,6,5,MT,2.0,L,15-20W,1,1,1,1,2,1,108.0,4,200.0,4805.0,1860.0,1458.0,2038.0,1510.0,5,2815.0,1584.0,1551.0,2017,9,1.909404700398445
65377,395234,0.0,841,3,2,2,6,5,MT,2.0,L,15-20W,1,1,1,3,2,1,108.0,4,200.0,4805.0,1860.0,1458.0,2038.0,1510.0,5,2815.0,1584.0,1551.0,2017,9,0.0942560902237892
65378,395234,0.0,841,3,2,2,6,6,AT,1.6,T,15-20W,1,1,1,1,2,1,123.0,4,245.0,4805.0,1860.0,1458.0,2101.0,1580.0,5,2815.0,1584.0,1551.0,2017,9,3.71901605129242
65379,395234,0.0,841,3,2,2,6,6,AT,1.8,T,15-20W,1,1,1,1,2,1,150.0,4,280.0,4805.0,1860.0,1458.0,2098.0,1615.0,5,2815.0,1584.0,1551.0,2017,9,2.606520202085376
65380,395234,0.0,841,3,2,2,6,6,AT,2.0,L,15-20W,1,1,1,1,2,1,108.0,4,200.0,4805.0,1860.0,1458.0,2065.0,1580.0,5,2815.0,1584.0,1551.0,2017,9,4.659463710784912
65381,395234,0.0,841,3,2,2,6,6,AT,2.0,L,15-20W,1,1,1,3,2,1,108.0,4,200.0,4805.0,1860.0,1458.0,2065.0,1580.0,5,2815.0,1584.0,1551.0,2017,9,3.5336310897767538
65382,395234,0.0,841,3,2,2,6,6,AT,2.3,L,15-20W,1,1,1,1,2,1,126.0,4,230.0,4805.0,1860.0,1458.0,2150.0,1600.0,5,2815.0,1584.0,1551.0,2017,9,0.2423863758891821
65383,395234,0.0,841,3,2,2,6,6,AT,2.3,L,15-20W,1,1,1,3,2,1,126.0,4,230.0,4805.0,1860.0,1458.0,2150.0,1600.0,5,2815.0,1584.0,1551.0,2017,9,0.6013272562623024
65412,437063,10.0,814,3,2,1,4,8,AT,2.0,T,20-25W,1,1,1,1,2,2,141.0,4,280.0,4456.0,1803.0,1448.0,1950.0,1455.0,5,2670.0,1559.0,1561.0,2017,9,3.6188888752460486
65413,437063,133.0,814,3,2,1,4,6,AT,1.5,T,20-25W,1,1,1,1,2,2,100.0,3,220.0,4456.0,1803.0,1446.0,1855.0,1380.0,5,2670.0,1563.0,1565.0,2017,9,56.405148453712464
65414,437063,38.0,814,3,2,1,4,6,AT,1.5,T,20-25W,1,1,1,1,2,2,100.0,3,220.0,4456.0,1803.0,1446.0,1855.0,1409.0,5,2670.0,1563.0,1565.0,2017,9,39.67799369812012
65415,437063,76.0,814,3,2,1,4,6,AT,1.5,T,20-25W,1,1,1,1,2,2,100.0,3,220.0,4456.0,1803.0,1446.0,1855.0,1352.0,5,2670.0,1563.0,1565.0,2017,9,35.41144602894783
65460,569154,9.0,638,2,1,3,1,6,MT,1.5,T,8-10W,1,1,1,1,2,1,110.0,4,210.0,4146.0,1772.0,1617.0,1840.0,1391.0,5,2550.0,1531.0,1524.0,2017,9,21.110371761322018
65461,569154,193.0,638,2,1,3,1,7,DCT,1.5,T,8-10W,1,1,1,1,2,1,110.0,4,210.0,4195.0,1772.0,1617.0,1840.0,1391.0,5,2550.0,1531.0,1524.0,2017,9,170.5601514530182
65462,569154,156.0,638,2,1,3,1,7,DCT,1.5,T,8-10W,1,1,1,1,2,1,110.0,4,210.0,4146.0,1772.0,1617.0,1840.0,1391.0,5,2550.0,1531.0,1524.0,2017,9,90.20603251457214
65463,569154,28.0,638,2,1,3,1,6,MT,1.5,T,8-10W,1,1,1,1,2,1,110.0,4,210.0,4195.0,1772.0,1617.0,1840.0,1391.0,5,2550.0,1531.0,1524.0,2017,9,20.32201460361481
65491,890189,842.0,290,2,1,3,7,6,MT,1.5,L,5-8W,1,1,1,1,2,1,82.0,4,146.5,4220.0,1740.0,1625.0,1580.0,1206.0,5,2550.0,1490.0,1496.0,2017,9,740.6310292053223
65492,890189,481.0,290,2,1,3,7,5,AMT,1.5,L,5-8W,1,1,1,1,2,1,82.0,4,146.5,4220.0,1740.0,1615.0,1600.0,1218.0,5,2550.0,1490.0,1496.0,2017,9,13.383472290039062
65493,890189,49.0,290,2,1,3,7,6,MT,1.5,L,5-8W,1,1,1,1,2,1,82.0,4,146.5,4220.0,1740.0,1615.0,1550.0,1206.0,5,2550.0,1490.0,1496.0,2017,9,65.09255373954772
65918,871642,6.0,637,2,1,1,2,6,AT,1.5,T,20-25W,3,1,1,1,2,1,135.0,4,240.0,4524.0,1838.0,1701.0,2092.0,1717.0,5,2640.0,1563.0,1565.0,2017,9,13.292721844911576
65919,871642,155.0,637,2,1,1,2,6,AT,1.5,T,20-25W,1,1,1,1,2,1,135.0,4,240.0,4524.0,1838.0,1685.0,1967.0,1592.0,5,2640.0,1563.0,1565.0,2017,9,134.5580502986908
65920,871642,12.0,637,2,1,1,2,6,AT,2.0,T,20-25W,3,1,1,1,2,1,182.0,4,350.0,4524.0,1838.0,1701.0,2092.0,1740.0,5,2690.0,1563.0,1565.0,2017,9,19.787217614650725
65921,871642,0.0,637,2,1,1,2,6,AT,1.5,T,20-25W,1,1,1,1,2,1,133.0,4,240.0,4524.0,1838.0,1685.0,1967.0,1592.0,5,2690.0,1563.0,1565.0,2017,9,6.567977565526964
65922,871642,0.0,637,2,1,1,2,6,AT,1.5,T,20-25W,3,1,1,1,2,1,133.0,4,240.0,4524.0,1838.0,1695.0,2092.0,1717.0,5,2690.0,1563.0,1565.0,2017,9,3.3354564261436463
